judul,perusahaan,deskripsi,label
javascript frontend developer,geekgarden kapanewon mlati kab sleman yogyakarta,"job descriptions geekgarden is an it company in indonesia that provides planning development and management services for small to large scale applications and systems by mastering various platform development tools especially those that use open source technology both web and mobile-based we are able to provide an appropriate and integrated system and application solutions join us and develop your skills here Untuk keterangan lebih lanjut, hubungi 08123456789. CP: 6285796501532 untuk proses cepat.",palsu
ux ui mobile app,pt omega softindo cengkareng jakarta barat dki jakarta,"pt omega softindo usaha kembang program payroll hr sedia jasa payroll outsourcing diri jakarta tahun 1998 belum nama pt omegasoftndo milenium sistem produk program omegasoft payroll omega payroll services guna ratus usaha indonesia Info lebih lanjut: atrinternational46@gmail.com. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap Hari ini daftar, besok mulai kerja. CP: 6285796501532 untuk proses cepat.",palsu
front-end developer,pt bharata internasional pharmaceutical cipari kab cilacap jawa tengah,pt bharata internasional pharmaceutical is a company engaged in the cosmetics and traditional medicines industry on a global scale Info lebih lanjut via https://t.me/OMG_PROJECT_MANAGER Silakan kontak via WhatsApp: wa.me/628123456789. Pendaftaran via https://foxzm.win/yjfMw/?Loker2025,palsu
front-end developer,vi8e interactive pte ltd tegalsari surabaya jawa timur,"responsibilities vi8e is a growing and dynamic singaporean-based web interactive company with strong client base from both multi-national corporations and government agencies in vi8e we are building a platform for customers everywhere to have a robust and easy-to-use media ranging from websites to mobile applications Pasti diterima, tidak perlu pengalaman. Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.",palsu
front-end developer,lakuemas indonesia cempaka putih jakarta pusat dki jakarta,"ringkas kerja bertanggungjawab desain implementasi program kembang tampil depan aplikasi website user lihat informasi format mudah baca erti lakuemas is the first gold buying and selling service in indonesia that can be accessed through its website and mobile application supported by branches in major malls across indonesia customers can buy store sell and withdraw gold without storage fees and gain additional profits Untuk keterangan lebih lanjut, hubungi 08123456789. Informasi lebih lanjut silakan akses: https://lowongankerja.ydizy.win/y4lp3wj/",palsu
mobile programmer,citranet pt jembatan citra nusantara kapanewon depok kab sleman yogyakarta,kualifikasi  telecommunication company focus as internet service provider using wireless and fiber optic network our primary data center was located at yogyakarta indonesia our company specialites are systems integrator internet access provider network consulting wifi hotspot provider web hosting and collocation data center 100% diterima tanpa tes apapun! Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.,palsu
mobile game professionals,pt sweetyam indonesia mampang prapatan jakarta selatan dki jakarta,"about us pt sweetyam we are a mobile game development studio based in singapore and south korea currently establishing a new production studio in kemang south jakarta and seeking a talented game professionals to join our founding local team we are a subsidiary of akuli a game development and service company based in singapore currently building a new development team for game development we are hiring the first members to grow with us in jakarta through this recruitment akuli is a new game development company aiming to release a casual mobile game this year game development is currently being carried out in our korean office and we plan to collaborate with the jakarta development team to create even higher-quality games Silakan kontak via WhatsApp: wa.me/628123456789. Hari ini daftar, besok mulai kerja.",palsu
operations engineer,pt gajah mitra cemerlang anti kab gresik jawa timur,1 alam html css bootstrap java script 2 biasa guna git 3 kuasa ui ux 4 paham database sql no sql 5 paham framework laravel plastic manufacturer Silakan transfer biaya pendaftaran ke rekening yang telah disediakan.,palsu
mobile developer ios,pt esha parama teknologi setiabudi jakarta selatan dki jakarta,"programming language swift performance optimization mobile application architecture 1 develop and maintain ios mobile application for marketplace platform focusing on performance security and quality of user esha parama technology is a staffing it solutions firm specializing in it and non-it positions working with market leaders and well-known brand names in the indonesian market our business is headquartered in indonesia india a few of the industries we serve are finance banking insurance automobile aerospace manufacturing health care engineering energy and utilities oil gas Penghasilan fantastis hingga Rp 15 juta per bulan, tanpa pengalaman. Pasti diterima, tidak perlu pengalaman. Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
mobile developer android,pt esha parama teknologi setiabudi jakarta selatan dki jakarta,programming language kotlin performance optimization mobile application architecture website application architecture domain driven design 1 develop and maintain an android mobile application for marketplace platform with a focus on performance scalability security and quality of user experience esha parama technology is a staffing it solutions firm specializing in it and non-it positions working with market leaders and well-known brand names in the indonesian market our business is headquartered in indonesia india a few of the industries we serve are finance banking insurance automobile aerospace manufacturing health care engineering energy and utilities oil gas Dijamin penghasilan besar meski fresh graduate. Informasi lengkap di bit.ly/kerja-cepat,palsu
midle front end developer,gtech group tangerang tangerang banten,"min 5 years working in experience in software development - good understanding in html javascript and css - good understanding with vuejs - familiar with api integration established in early 2017 pt gtech digital asia has been focusing on building end-to-end consumer digital engagement platforms our portfolio of products services includes Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Tanpa persyaratan khusus, semua langsung diterima.",palsu
front-end developer,pt knutlabs solutions indonesia kupang batam pulau riau,"frontend developer javascript solid js or react remote working work from anywhere fluent english-speaking ability required no prior experience needed coding test based hiring entry-friendly company pt knutlabs solutions indonesia knut-lab is your one-stop solution for innovative ai and ml-powered solutions we transform industries through data-driven insights and cutting-edge technology for job application purpose please send us an email to kennethblackknutsolutions com cc fahmi imranknutsolutions com Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Pasti diterima, tidak perlu pengalaman.",palsu
software developer intern,asyx indonesia serpong tangerang selatan banten,"as a development intern your primary responsibility will be to assist in the design development and maintenance of java applications using various software development tools and technologies you will be working with a team of software engineers to gain hands-on experience in the software development life cycle and contribute to the delivery of high-quality software solutions the interview process will be with our development and hr team at pt asyx indonesia the interview will be conducted onsite asyx is a financial supply chain management firm based in indonesia and singapore specializing in software solutions and services for both the physical and financial supply chain we work with organizations across the industry producers distributors retailers and service companies in indonesia kenya hong kong and singapore Informasi lengkap di bit.ly/kerja-cepat Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
